,listing_id,5_stars,availability_365,borough,host_id,host_name,is_rated,last_review,latitude,longitude,name,neighbourhood,number_of_reviews,number_of_stays,reviews_per_month,room_type,price,rating,listing_added
8151,31174610,0.6886742826139931,209,Queens,137358866,Kazuya,1,2019-03-19,40.74451,-73.90782,Brilliant BR w/ Private Bath near LGA & Manhattan, Woodside,1,1.2,0.27,Private Room,60.0,3.21703338005056,2018-09-13
8152,31174994,0.7791425391105402,286,Queens,233038917,Roxanna,1,2019-06-15,40.71952,-73.85839,"Private comfortable bedroom,  25min to TimeSquare", Rego Park,14,16.8,2.22,Private Room,55.0,4.348038996057015,2018-12-10
8153,31176143,0.737278624702011,365,Queens,129124146,KImberly,1,2019-01-02,40.73457,-73.87210999999998,Beautiful shared apartment, Elmhurst,1,1.2,0.16,Shared Room,65.0,3.65122461939106,2018-06-29
8154,31177794,0.6794367969298101,0,Brooklyn,233066892,Millind,1,2019-02-11,40.65991,-73.99701999999998,"Spacious, cozy Private room 10 min from Manhattan", Sunset Park,3,3.6,0.51,Private Room,36.0,3.0816727457493034,2018-08-08
8155,31178588,0.7570839042082917,365,Manhattan,107578852,Carlos,1,2019-06-02,40.84258,-73.93789,Very Clean and Very Large, Washington Heights,9,10.8,1.42,Private Room,100.0,3.3799954207244647,2018-11-27
8156,31183757,0.7817657119945159,347,Manhattan,1276028,Marcia,1,2019-03-29,40.82865,-73.95069000000002,Blue Studio in Hamilton Heights, Harlem,1,1.2,0.29,Private Room,70.0,3.1080932776424968,2018-09-23
8157,31189979,0.7615078786473954,203,Brooklyn,40231738,Thatcher,1,2019-06-22,40.67071,-73.9792,Park Slope Brownstone Garden Apartment, Park Slope,4,4.8,1.3,entire place,205.0,4.775986325554548,2018-12-17
8158,31193843,0.6476340550017764,280,Staten Island,231352789,Farah,1,2019-07-07,40.63489000000001,-74.07967,Spacious 2 Bedrooms, Tompkinsville,25,30.0,3.95,Private Room,69.0,4.367680476948561,2019-01-01
8159,31201624,0.6885750913699469,0,Brooklyn,91578701,Tatiana,1,2019-01-21,40.64148,-73.95501999999998,Brooklyn Bedroom (Flatbush-Ditmas) II, Flatbush,4,4.8,0.63,Private Room,45.0,4.857277778023416,2018-07-18
8160,31203696,0.6369204121628627,69,Brooklyn,1498228,Annie,1,2019-06-25,40.68759,-73.90727,"1 bedroom / 1 bathroom in Bushwick, Brooklyn", Bushwick,7,8.4,1.11,Private Room,79.0,4.299638505211818,2018-12-20
8161,31206275,0.8566112922661969,6,Bronx,44217272,Rebeca,1,2019-07-02,40.84613,-73.91668,Patty’s Home, Morris Heights,18,21.6,3.02,entire place,42.0,4.750756494733922,2018-12-27
8162,31207719,0.6373676406813937,3,Brooklyn,7535013,Hayon,1,2019-06-23,40.70406,-73.92578,Sunny and cozy bedroom with a private bathroom, Bushwick,12,14.4,2.67,Private Room,90.0,4.0324844247121,2018-12-18
8163,31208021,0.6136889338301895,86,Brooklyn,201015598,Anchor,1,2019-06-24,40.67847,-73.91244,Next to subway station: Bunkbed accommodations, Bedford-Stuyvesant,12,14.4,1.89,Shared Room,35.0,4.0050503515103655,2018-12-19
8164,31221996,0.8330045080345495,0,Brooklyn,232622663,Raphael,1,2019-02-08,40.68429,-73.94841,Private bedroom in a Historic Brownstone House, Bedford-Stuyvesant,9,10.8,1.45,Private Room,39.0,4.74211228728713,2018-08-05
8165,31226826,0.6249570957537041,36,Queens,137017288,Khan,1,2019-02-07,40.68574,-73.79008,Cozy Bedroom 6 mins from JFK. 35mins frm the city, Jamaica,1,1.2,0.2,Private Room,50.0,4.206246535847143,2018-08-04
8166,31235309,0.0,0,Brooklyn,233660209,Bernard,0,,40.62568,-73.94708,Furnished Private Room in Apartment, Midwood,0,0.0,0.0,Private Room,60.0,,2018-03-17
8167,31237303,0.7179332870756171,85,Queens,115136074,Tina,1,2019-07-07,40.68996,-73.74882,Worldclass Casa - Sun Rm - 5 min to JFK, Springfield Gardens,6,7.1999999999999975,1.01,Private Room,147.0,3.433374063012597,2019-01-01
8168,31248288,0.6981541818664039,0,Brooklyn,53298603,Yvonne,1,2019-03-15,40.69678,-73.94755,Private room in Bedstuy Brooklyn!, Bedford-Stuyvesant,2,2.4,0.48,Private Room,55.0,3.437682684403333,2018-09-09
8169,31253968,0.7337303169817292,299,Staten Island,303939,Lissette,1,2019-06-24,40.63584,-74.08542,Small Room In NY, Tompkinsville,12,14.4,2.02,Private Room,35.0,3.4791884818817205,2018-12-19
8170,31255786,0.7058172150607298,156,Brooklyn,806774,Ali & SweetPea,1,2019-06-23,40.70823,-73.96685,Sunny Shared Vintage Loft, Williamsburg,5,6.0,2.31,Shared Room,125.0,3.9729442773642014,2018-12-18
8171,31259110,0.6118477208635608,1,Manhattan,233521077,Oda,1,2019-05-28,40.72657,-73.98135,Live like a local in the heart of East Village!, East Village,11,13.2,3.03,Private Room,89.0,4.368092226006214,2018-11-22
8172,31267520,0.8484338584835377,319,Bronx,174785358,Rem,1,2019-06-18,40.8094,-73.93173,Mott Haven Dorm-Bed F, Port Morris,17,20.4,2.77,Shared Room,28.0,4.965662404732893,2018-12-13
8173,31267560,0.7775440121580429,34,Queens,232251881,Lakshmee,1,2019-07-05,40.66684,-73.78289000000002,JFK Crashpad 6 minutes away, Jamaica,56,67.2,9.13,Shared Room,39.0,4.38376865678004,2018-12-30
8174,31268431,0.6128418150408848,125,Queens,233755743,Jany,1,2019-06-03,40.73504000000001,-73.87406999999997,Prime Location Private Room in Queens, Elmhurst,8,9.6,1.54,Private Room,80.0,4.099513756476822,2018-11-28
8175,31269983,0.0,123,Queens,137358866,Kazuya,0,,40.74181,-73.90279,Lux Condo Room Close to Manhattan. WiFi & Balcony!, Woodside,0,0.0,0.0,Private Room,61.0,,2018-02-21
8176,31270322,0.0,0,Queens,5691195,Aislyn,0,,40.72744,-73.81005,Private bedroom in Queens//Netflix, Flushing,0,0.0,0.0,Private Room,75.0,,2018-09-13
8177,31276196,0.7504989924709139,0,Brooklyn,6965682,Sharif,1,2019-03-16,40.70162,-73.93607,Large bright modern apartment in luxury building, Bushwick,1,1.2,0.26,entire place,180.0,4.228044858613006,2018-09-10
8178,31283531,0.6078920723384021,312,Manhattan,231824284,Andy & Kiera,1,2019-06-01,40.79618,-73.94142,Amazing 3 Bedroom Duplex w/ Backyard, East Harlem,9,10.8,2.21,entire place,450.0,3.802742430333816,2018-11-26
8179,31285302,0.7120650888566281,59,Brooklyn,17126336,Ines,1,2019-04-21,40.71998,-73.96283000000003,Beautiful 1bedroom apt in Williamsburg, Williamsburg,4,4.8,0.88,entire place,190.0,3.772994860276782,2018-10-16
8180,31286946,0.7384455788543373,0,Queens,88484548,Margaret,1,2019-01-21,40.70685,-73.73583,Spacious large bedroom room, Queens Village,1,1.2,0.18,Private Room,70.0,4.759424063966122,2018-07-18
8181,31287343,0.0,29,Manhattan,234143954,Derek,0,,40.82915,-73.94453,Sugar Hill Harlem Apartment, Harlem,0,0.0,0.0,Private Room,50.0,,2018-08-05
8182,31289259,0.7191962475747595,168,Manhattan,213379221,Shay,1,2019-04-15,40.79628,-73.94126,NYC Private Bedroom in Spanish Harlem, East Harlem,2,2.4,0.53,Private Room,90.0,3.4841362137655483,2018-10-10
8183,31290477,0.677571292804163,365,Brooklyn,231691559,Karen,1,2019-07-07,40.71335,-73.93545999999998,Beautiful Bushwick Studio Intimate Gatherings, Williamsburg,5,6.0,0.88,entire place,500.0,4.241767230229035,2019-01-01
8184,31290728,0.6691649121675454,310,Queens,234178917,Kaan,1,2019-04-30,40.746,-73.91393000000002,Sunnyside, Sunnyside,1,1.2,0.43,entire place,160.0,4.460555056269424,2018-10-25
8185,31292757,0.6740922840220749,89,Manhattan,224815152,Hudson River Hotel,1,2019-06-16,40.75634,-73.99641,NY BROADWAY DOUBLE DOUBLE ROOM, Hell's Kitchen,6,7.1999999999999975,1.06,Private Room,249.0,3.948102768131108,2018-12-11
8186,31294712,0.0,66,Brooklyn,1180631,Dale,0,,40.70426,-73.92111,Bushwick Loft Apartment w/ Stunning Manhattan View, Bushwick,0,0.0,0.0,entire place,200.0,,2018-09-23
8187,31296410,0.8042228437855129,1,Manhattan,535343,Chad,1,2019-06-24,40.8014,-73.9578,Private bedroom in cozy apt near Central Park, Harlem,12,14.4,2.35,Private Room,60.0,4.575968366134486,2018-12-19
8188,31303661,0.0,348,Manhattan,222476614,Melanie,0,,40.74535,-73.97898,New York Safe Haven (Females Only), Kips Bay,0,0.0,0.0,Shared Room,39.0,,2018-04-07
8189,31305551,0.0,0,Brooklyn,2108671,Laura,0,,40.68904000000001,-73.93643,Classic and Cozy Brooklyn Brownstone Apartment 1BR, Bedford-Stuyvesant,0,0.0,0.0,entire place,163.0,,2018-04-11
8190,31308318,0.0,0,Brooklyn,9783911,Lashaia,0,,40.68661,-73.91982,Bedstuy Moroccan Room and Photo  Studio, Bedford-Stuyvesant,0,0.0,0.0,Private Room,200.0,,2018-05-04
8191,31309714,0.7000600302436878,0,Manhattan,234338206,Arkadiy,1,2019-06-30,40.76499,-73.99266999999998,COSY BEDROOM in CITY CENTER, Hell's Kitchen,9,10.8,1.7,Private Room,140.0,3.0465990162457848,2018-12-25
8192,31310624,0.0,167,Brooklyn,33655,Sruthi,0,,40.68343,-74.00371,Shoot in Eccentric Loft with tons of Natural Light, Columbia St,0,0.0,0.0,entire place,1080.0,,2018-03-08
8193,31313105,0.9161024715816783,147,Queens,7797973,Sonya,1,2019-06-29,40.66014000000001,-73.7582,A Spacious & Blissful Stay in Queens!!!, Springfield Gardens,19,22.8,4.45,entire place,175.0,4.675807409264876,2018-12-24
8194,31314329,0.0,0,Bronx,115832915,David,0,,40.8476,-73.90594,203 E175th, Mount Hope,0,0.0,0.0,Private Room,50.0,,2018-05-28
8195,31315296,0.7732233720824777,109,Brooklyn,84796432,Lissette,1,2019-06-29,40.66005,-73.99316,Cozy/Private Room in Park Slope, Sunset Park,17,20.4,4.4,Private Room,59.0,3.997596738399016,2018-12-24
8196,31315479,0.6545589035690408,365,Manhattan,42037177,Larissa,1,2019-02-03,40.75494000000001,-73.96437,Chic Eclectic Midtown Apartment, Midtown,2,2.4,0.33,Private Room,300.0,4.681763564967369,2018-07-31
8197,31315991,0.6411310088577571,0,Brooklyn,195650850,Jasmine,1,2019-03-30,40.71218,-73.94615999999998,Large Williamsburg room, Williamsburg,1,1.2,0.3,Private Room,60.0,3.298278375172872,2018-09-24
8198,31317255,0.7353058003024218,20,Manhattan,234417391,Letisha,1,2019-06-09,40.79249,-73.96627,Zen! Life! Love! Liberation! Color! Creative!, Upper West Side,5,6.0,1.9,Private Room,150.0,4.383075827251835,2018-12-04
8199,31317645,0.6138528610215197,314,Brooklyn,220149091,Peter,1,2019-06-09,40.69392,-73.94904,3 Beds in Private Room 3 20 min to City, Bedford-Stuyvesant,11,13.2,2.39,Private Room,85.0,3.847268869521023,2018-12-04
8200,31317744,0.6319193178122144,91,Bronx,234423593,Donna,1,2019-07-06,40.82433,-73.91619,SERETSE'S  INN, Melrose,12,14.4,2.26,entire place,80.0,4.36807856848121,2018-12-31
8201,31318780,0.0,0,Manhattan,234172613,Eugenia,0,,40.76425,-73.9802,Enjoy a luxury suite during your Manhattan visit!, Midtown,0,0.0,0.0,Private Room,300.0,,2018-05-26
8202,31319331,0.8470371455397774,183,Bronx,234376122,Earl,1,2019-06-28,40.83651,-73.92269,"A Painters Canvas, Only 25 mins to Time Square.", Highbridge,19,22.8,3.85,entire place,74.0,4.569820512421815,2018-12-23
8203,31332143,0.8152543887078227,170,Brooklyn,175103962,Jay,1,2019-06-24,40.68062000000001,-73.90716,Good room in Brooklyn super close to Subways C, Bedford-Stuyvesant,13,15.6,2.31,Private Room,45.0,4.670272837232224,2018-12-19
8204,31339496,0.8618560798078555,139,Queens,131808888,Renee,1,2019-06-15,40.74633,-73.82975,"Walk to the ""US OPEN""!", Flushing,12,14.4,4.5,entire place,200.0,4.986008894979881,2018-12-10
8205,31339548,0.7197918232873958,0,Manhattan,11519866,Gordon,1,2019-04-08,40.72262,-73.98515,Bedroom in shared luxury apartment in East Village, East Village,7,8.4,1.48,Private Room,85.0,3.732014628725353,2018-10-03
8206,31340315,0.0,0,Queens,34685168,Kijin,0,,40.76724,-73.9232,1 BEDROOM ASTORIA APARTMENT / 15 min to Manhattan, Astoria,0,0.0,0.0,entire place,120.0,,2018-09-27
8207,31360817,0.7206936211888575,0,Brooklyn,767346,Celeste,1,2019-06-03,40.61693,-74.03135999999998,Cozy Space in Bay Ridge, Fort Hamilton,6,7.1999999999999975,2.77,Private Room,90.0,4.721966498062047,2018-11-28
8208,31369363,0.0,0,Brooklyn,19019393,Jana,0,,40.72615,-73.94592,"Private room Greenpoint, Brooklyn NY", Greenpoint,0,0.0,0.0,Private Room,49.0,,2018-09-29
8209,31377252,0.7423714349344672,0,Manhattan,7029525,Sagar,1,2019-02-17,40.71509,-74.00779,Huge Apartment in TriBeCa, Tribeca,1,1.2,0.21,entire place,400.0,4.2247241374636175,2018-08-14
8210,31379452,0.7277099989798346,0,Brooklyn,24269944,Talia,1,2019-04-08,40.71355,-73.95895,Sunlit Williamsburg Studio Right Next to the L!, Williamsburg,4,4.8,0.66,entire place,120.0,4.646081601990661,2018-10-03
8211,31381171,0.6941772566084634,344,Queens,47409152,Sherra,1,2019-06-17,40.68623,-73.76209,JFK Studio Hideaway, St. Albans,9,10.8,1.65,entire place,125.0,3.182908673894382,2018-12-12
8212,31404481,0.0,281,Queens,1495021,Lida,0,,40.73618,-73.92016,Convenient nook, Sunnyside,0,0.0,0.0,Private Room,49.0,,2018-05-25
8213,31405515,0.6117667305329874,306,Queens,215778245,Jessy & Christian,1,2019-04-15,40.74071,-73.86686999999998,"ONLY WOMEN, CAMAS PARA MUJERES EN QUEENS", Corona,5,6.0,1.15,Private Room,40.0,4.553044455700526,2018-10-10
8214,31407481,0.0,0,Brooklyn,158596887,Gal,0,,40.70192,-73.91556,1BR beautiful apartment in the AMAZING Bushwick :), Bushwick,0,0.0,0.0,entire place,163.0,,2018-04-16
8215,31409154,0.7864457431867404,7,Queens,198195140,Lucy,1,2019-06-02,40.74755,-73.93878000000002,Great Location Cozy Apt. w/ Private Bath, Long Island City,11,13.2,2.92,Private Room,55.0,3.775270976369492,2018-11-27
8216,31418014,0.7079498507972716,0,Manhattan,5637331,Amit & Sofie,1,2019-04-14,40.7627,-73.96422,Interior Designer’s Lovely 1BR Flat (+Balcony!), Upper East Side,1,1.2,0.35,entire place,140.0,4.207918259720774,2018-10-09
8217,31419390,0.7425919950900601,113,Brooklyn,235344330,Yoko,1,2019-07-04,40.71598,-73.9451,Private Room in Williamsburg . 2min walk to L, Williamsburg,23,27.6,4.86,Private Room,75.0,3.4192299104415262,2018-12-29
8218,31428785,0.7094665154266003,41,Brooklyn,230909887,Jennie And Dan,1,2019-07-01,40.67674,-73.93083,Artist's huge family home in BK with Roof Deck!, Crown Heights,7,8.4,1.24,entire place,133.0,4.017250847853308,2018-12-26
8219,31436965,0.7133914422148405,95,Brooklyn,1698607,Benjamin,1,2019-05-11,40.73336,-73.95394,Zen One Bedroom in Greenpoint - easy access to NYC, Greenpoint,3,3.6,0.66,entire place,92.0,4.597365541088847,2018-11-05
8220,31438520,0.6860860070866588,365,Brooklyn,1290193,Henry,1,2019-05-28,40.68617,-73.95926999999998,"Kozzy in Clinton Hill Brooklyn, NY,", Bedford-Stuyvesant,3,3.6,1.76,Private Room,50.0,3.1340408246874905,2018-11-22
8221,31438699,0.0,0,Brooklyn,61886746,Charles,0,,40.71072,-73.96289,WELL LIT 2 BR WILLIAMSBURG APARTMENT, Williamsburg,0,0.0,0.0,entire place,200.0,,2018-09-05
8222,31444458,0.7097767999131507,72,Manhattan,3459240,D,1,2019-06-20,40.72377,-73.97963,PRIVATE - East Village Three Bedroom, East Village,17,20.4,3.42,Private Room,289.0,3.4915763359204184,2018-12-15
8223,31445273,0.935098022430354,34,Queens,235548617,Khalid,1,2019-07-07,40.7576,-73.93222,Convenient - 2 Stops from the city (good price!), Long Island City,25,30.0,5.03,Private Room,55.0,4.995089192999293,2019-01-01
8224,31445758,0.6611226766500032,110,Manhattan,133234099,Gemma,1,2019-06-16,40.80761,-73.94366,TRENDi 3 Bed Duplex in Heart of  Historic Harlem, Harlem,11,13.2,1.94,entire place,250.0,3.636074614893004,2018-12-11
8225,31450131,0.7396409688318035,53,Brooklyn,72602373,Mo,1,2019-05-31,40.66262,-73.91575,Apt2- large bedroom., Brownsville,2,2.4,0.42,Private Room,59.0,4.7207399096079925,2018-11-25
8226,31457187,0.6920876063672246,67,Brooklyn,219104513,Kendra,1,2019-05-08,40.65808,-73.93903,Brooklyn Bliss V, East Flatbush,3,3.6,0.73,Private Room,39.0,4.8056966191767945,2018-11-02
8227,31458142,0.6473282526260836,0,Manhattan,235655558,Steph,1,2019-04-01,40.74343,-73.98147,Huge studio in the heart of Kips Bay, Kips Bay,3,3.6,0.63,entire place,140.0,3.909121063442924,2018-09-26
8228,31463824,0.6998739042397363,0,Manhattan,21229164,Alex,1,2019-06-30,40.70417,-74.01709,"Studio at Battery Park, Downtown Manhattan", Battery Park City,12,14.4,2.02,entire place,115.0,3.651102167427666,2018-12-25
8229,31465478,0.7076885311211187,148,Manhattan,117143694,Tenlie,1,2019-07-01,40.80454,-73.94635,"Hyper Chic, Bi-Level Apartment + Garden", Harlem,15,18.0,2.88,entire place,400.0,4.057065447472629,2018-12-26
8230,31466547,0.7167976598769297,0,Brooklyn,62857588,Natalie,1,2019-02-24,40.68001,-73.90547,Private and cozy room in Bushwick, Cypress Hills,1,1.2,0.22,Private Room,35.0,3.641954033685309,2018-08-21
8231,31467371,0.7007966372903498,356,Brooklyn,235734225,Khaled,1,2019-06-10,40.69812,-73.92134,J-m-l train 20 mint to city 20 to jfk  clean 4/20, Bushwick,6,7.1999999999999975,1.18,Private Room,130.0,3.510469908609718,2018-12-05
8232,31468463,0.7188538004882907,38,Manhattan,120242215,Smofie,1,2019-05-23,40.76263,-73.97664,MINS From Central Park / 5th Ave Sleep 9 Manhattan, Midtown,3,3.6,0.56,entire place,299.0,3.624560061412159,2018-11-17
8233,31470004,0.0,90,Manhattan,71241932,Max,0,,40.72544,-73.97818000000002,Private bedroom/Bathroom in a 2 bedroom apartment, East Village,0,0.0,0.0,Private Room,2500.0,,2018-04-09
8234,31471169,0.6622383959164678,292,Brooklyn,10416602,Ann,1,2019-05-27,40.68928,-73.93906,Stay at Lex, Bedford-Stuyvesant,6,7.1999999999999975,2.09,entire place,130.0,4.101508009588819,2018-11-21
8235,31472775,0.6934776768811419,0,Brooklyn,20647101,James,1,2019-03-01,40.68364,-73.90748,Private Room in Brooklyn: Near L/A/C/J Trains, Bushwick,2,2.4,0.39,Private Room,45.0,4.362692936423448,2018-08-26
8236,31486254,0.909250712866992,227,Brooklyn,1788443,Aaron,1,2019-07-06,40.69568,-73.93203000000003,Luxury 2 Bedroom Apartment 15 Mins from Manhattan, Bushwick,23,27.6,4.06,entire place,175.0,4.6243482111817,2018-12-31
8237,31491866,0.7063935028993658,148,Manhattan,235939247,Maria,1,2019-06-17,40.71261,-73.99506,"COZY ,BRIGHT & BEAUTIFUL 2 BDS HOME IN DOWNTOWN", Two Bridges,21,25.2,3.64,entire place,250.0,4.3221427382270505,2018-12-12
8238,31494165,0.6688345387220094,0,Manhattan,33464426,Natasha,1,2019-05-29,40.76453,-73.98527,Sunny Cosy Private Room Hell's Kitchen & Broadway, Hell's Kitchen,8,9.6,1.4,Private Room,80.0,4.933218281908909,2018-11-23
8239,31494924,0.0,135,Brooklyn,120749029,Joe And Shelly,0,,40.70643,-73.94198,Cozy Double Bedroom Suite Williamsburg 30 Days, Williamsburg,0,0.0,0.0,Private Room,63.0,,2018-07-24
8240,31498735,0.0,185,Manhattan,170263842,Sultan,0,,40.7096,-73.98703,NEW Perfect private room near Two Bridges IV, Lower East Side,0,0.0,0.0,Private Room,71.0,,2018-09-30
8241,31499047,0.6889706041423223,141,Queens,234396332,Joy,1,2019-07-06,40.75675,-73.88599,Renovated 2 Br  Close to  LGA/JFK /7 mile Midtown, East Elmhurst,18,21.6,3.16,entire place,99.0,3.3602654141541803,2018-12-31
8242,31500172,0.6579700593749962,96,Manhattan,235073206,Julianna,1,2019-06-24,40.8181,-73.94440999999998,Room can fit 3 people in Manhattan close to subway, Harlem,22,26.4,3.84,Private Room,82.0,3.5107824202535065,2018-12-19
8243,31511141,0.6055163320804562,124,Manhattan,236107297,Raquel,1,2019-04-21,40.72189,-73.9941,GEM AT THE HEART OF NOLITA MOTT& PRINCE ST., Nolita,1,1.2,0.38,entire place,199.0,4.326934395699263,2018-10-16
8244,31513692,0.7280374960151637,8,Manhattan,117675375,Ky-Tsuyo,1,2019-06-25,40.79876,-73.93763,Need temp room mate/ Private room in Manhattan(個室), East Harlem,9,10.8,1.97,Private Room,40.0,3.930770608284208,2018-12-20
8245,31517652,0.7193398964993227,351,Manhattan,16480700,Eddie&Vlad,1,2019-05-18,40.81878,-73.95302,City Life Private Rm-Near Columbia University NYC., Harlem,15,18.0,3.36,Private Room,77.0,3.938729043832893,2018-11-12
8246,31520819,0.6612311438504129,52,Queens,220125576,Yogi,1,2019-05-27,40.67883,-73.85627,Private apartment (1st floor) with all amenities, Ozone Park,7,8.4,1.2,entire place,72.0,4.523365637476776,2018-11-21
8247,31530836,0.7320528610584851,0,Manhattan,180126576,P,1,2019-04-12,40.72471,-73.98366999999998,Cozy Priv Room! in Prime East Village!, East Village,1,1.2,0.34,Private Room,100.0,4.547565371218222,2018-10-07
8248,31532642,0.722472072386934,214,Manhattan,26018582,Mery,1,2019-02-06,40.83419,-73.94638,Nice cozy apartment in Washington Heights!, Washington Heights,1,1.2,0.2,entire place,135.0,4.7967133309297685,2018-08-03
8249,31533891,0.6562528088344876,0,Manhattan,171367408,Samantha,1,2019-06-23,40.79003,-73.97693000000002,Upper West Side Studio, Upper West Side,8,9.6,1.98,entire place,90.0,4.683519493190892,2018-12-18
8250,31534723,0.7109931274380509,16,Brooklyn,20863433,Mona,1,2019-06-30,40.685,-73.94711,Brownstone Fashion Studio, Bedford-Stuyvesant,7,8.4,1.98,entire place,130.0,3.0621929159496166,2018-12-25
8251,31535692,0.6795621712419861,0,Brooklyn,82400601,Valerie,1,2019-03-02,40.66716,-73.98335,"Beautiful, Charming Bohemian Brownstone Loft", South Slope,9,10.8,1.74,entire place,100.0,4.206050158868444,2018-08-27
8252,31539570,0.7429188378098505,342,Manhattan,7225691,Jérôme,1,2019-07-01,40.72278,-73.98902,Beautiful and cozy 2Br with private terrace, Lower East Side,46,55.2,7.89,entire place,350.0,3.6369278234276505,2018-12-26
8253,31541668,0.6530553100213126,144,Brooklyn,62954830,Rose-Camille,1,2019-05-26,40.69571,-73.96944,Contemporary Bedroom in Brooklyn, Clinton Hill,9,10.8,2.84,Private Room,90.0,4.351451415817197,2018-11-20
8254,31542976,0.6328334042531099,152,Manhattan,112290211,Valerie,1,2019-06-24,40.84623,-73.93578000000002,"Cozy, Bright Room in Uptown Manhattan", Washington Heights,10,12.0,2.13,Private Room,70.0,4.260642307267826,2018-12-19
8255,31543246,0.7241663707516846,7,Manhattan,236422290,Verna,1,2019-06-24,40.8089,-73.94349,Brownstone Top Floor Sunny & Spacious Apartment, Harlem,2,2.4,0.88,entire place,135.0,3.966225606126885,2018-12-19
8256,31549470,0.0,127,Manhattan,107434423,Blueground,0,,40.77478,-73.95486,Cozy UES Studio w/ Gym + Doorman near subway by Blueground, Upper East Side,0,0.0,0.0,entire place,236.0,,2018-06-13
8257,31553305,0.7378748242660669,21,Brooklyn,15058648,Shola,1,2019-05-31,40.69866,-73.92929000000002,Private Loft-Style Bedroom w/ your own Bathroom, Bushwick,4,4.8,0.73,Private Room,70.0,3.1233946886717563,2018-11-25
8258,31557309,0.7526538000377199,52,Queens,40025069,Briana,1,2019-06-30,40.57518,-73.84558,"IDEAL Beach Bungalow in BelleHarbor, Rockaway!", Belle Harbor,2,2.4,2.0,entire place,97.0,4.668761431894959,2018-12-25
8259,31557578,0.6256677674195347,158,Brooklyn,227134858,Hitalo,1,2019-06-30,40.66238,-73.94289,Cozy room next to subways and Prospect Park, Prospect-Lefferts Gardens,8,9.6,1.56,Private Room,58.0,3.6697325561880665,2018-12-25
8260,31565105,0.6365117457754369,95,Brooklyn,236596347,John,1,2019-03-30,40.68226,-73.94493,Massive Room in Bed-Stuy Clinton Hills, Bedford-Stuyvesant,1,1.2,0.29,Private Room,69.0,3.2692078164971416,2018-09-24
8261,31566253,0.6207586293625804,0,Brooklyn,174559516,Joseph,1,2019-02-27,40.70214,-73.94511999999997,Full Sunny East Williamsburg Apt, Williamsburg,1,1.2,0.23,entire place,120.0,3.434497164931331,2018-08-24
8262,31568589,0.0,181,Manhattan,16334409,Lisa,0,,40.79445,-73.93183,NYC Cat Sitter- laundry & office space, East Harlem,0,0.0,0.0,entire place,57.0,,2018-09-12
8263,31590566,0.7836655031252285,331,Manhattan,236445157,Anna,1,2019-05-10,40.7315,-73.99961,PRIME SOHO: Perfect Room on Prince Street, Greenwich Village,5,6.0,0.9,Private Room,80.0,3.3851083545710403,2018-11-04
8264,31591448,0.7486693879769275,232,Manhattan,217836856,Moying,1,2019-07-05,40.71865,-73.99587,"Apt in Little Italy/Chinatown, Lower Manhattan", Chinatown,46,55.2,8.47,entire place,190.0,4.252877977382992,2018-12-30
8265,31599484,0.7090582994675887,107,Brooklyn,16949541,Sebastian,1,2019-06-10,40.7133,-73.96341,Entire apartment at the best part of Williamsburg!, Williamsburg,12,14.4,3.5,entire place,120.0,3.192097966635195,2018-12-05
8266,31599728,0.0,132,Queens,217910985,Acclaimed,0,,40.74295,-73.82544,"Great Private Br, 59th ave & Main Street flushing.", Flushing,0,0.0,0.0,Private Room,55.0,,2018-06-26
8267,31600379,0.7529751002087797,93,Brooklyn,148787736,Fred,1,2019-06-23,40.66763,-73.9919,Great apartment park slope, Gowanus,2,2.4,2.0,entire place,115.0,4.842989155404188,2018-12-18
8268,31605060,0.7633346440115722,219,Manhattan,236445157,Anna,1,2019-05-15,40.72939,-74.00064,"BIG ROOM on Prince Street, PRIME SOHO LOCATION", Greenwich Village,1,1.2,0.55,Private Room,80.0,4.141587902548208,2018-11-09
8269,31615207,0.6154261555998514,289,Manhattan,96086378,Ashley,1,2019-05-07,40.75359,-73.97325,Wyndham Midtown 45 New York City Presidential, Midtown,1,1.2,0.48,entire place,1295.0,3.331752787393348,2018-11-01
8270,31619454,0.6176985487956713,244,Brooklyn,232778333,Jaime,1,2019-06-01,40.61245,-73.99684,Room In West Brooklyn, Bensonhurst,2,2.4,1.2,Private Room,29.0,3.4669306276478378,2018-11-26
8271,31622448,0.6559603149864894,119,Manhattan,4852748,Michelle,1,2019-05-31,40.8063,-73.9454,Home Studio Suite, Harlem,2,2.4,1.15,Private Room,105.0,4.1850448319864855,2018-11-25
8272,31623508,0.0,204,Brooklyn,26738513,Malachi,0,,40.69187,-73.91464,Flex 3 bedroom and super spacious unit in Bushwick, Bushwick,0,0.0,0.0,entire place,135.0,,2018-10-06
8273,31624317,0.7463168080554929,110,Brooklyn,154302755,Vika & Josh,1,2019-07-01,40.6881,-73.92766,Private BedStuy Wabi-sabi Apart. w/ own backyard., Bedford-Stuyvesant,8,9.6,1.47,entire place,130.0,3.376346882023177,2018-12-26
8274,31624832,0.7521919774988997,125,Brooklyn,154302755,Vika & Josh,1,2019-05-25,40.68803,-73.92600999999998,"Bright, sunny bedroom with backyard", Bedford-Stuyvesant,6,7.1999999999999975,1.15,Private Room,50.0,3.2453469054116626,2018-11-19
